number,available_bike_stands,available_bikes,last_update
11,18,12,1587139900000
17,6,14,1587139865000
45,20,10,1587139710000
63,20,15,1587139891000
113,29,11,1587139887000
91,5,25,1587139674000
99,27,3,1587139674000
9,11,13,1587139728000
67,18,22,1587139845000
116,25,5,1587139852000
5,34,6,1587139908000
61,21,4,1587139744000
77,19,10,1587139642000
73,27,3,1587139661000
4,16,4,1587139801000
49,24,16,1587139887000
19,22,8,1587139897000
7,22,7,1587139771000
38,13,27,1587139818000
53,25,15,1587139777000
66,24,16,1587139887000
104,37,3,1587139909000
101,16,14,1587139899000
115,16,14,1587139861000
47,37,3,1587139820000
117,31,9,1587139704000
8,19,11,1587139739000
82,13,9,1587139846000
79,24,3,1587139774000
69,22,18,1587139890000
51,29,11,1587139785000
37,20,10,1587139918000
59,16,4,1587139777000
95,28,12,1587139864000
105,32,4,1587139746000
36,32,8,1587139867000
22,9,11,1587139916000
110,35,5,1587139648000
12,13,7,1587139672000
34,2,28,1587139663000
2,17,3,1587139832000
75,35,5,1587139808000
65,25,15,1587139866000
15,14,2,1587139658000
24,13,7,1587139666000
64,26,14,1587139811000
109,11,18,1587139631000
44,24,6,1587139630000
89,25,15,1587139738000
57,10,13,1587139704000
80,30,10,1587139733000
40,14,7,1587139903000
29,10,19,1587139910000
103,33,7,1587139902000
28,28,2,1587139807000
83,26,14,1587139768000
88,13,17,1587139812000
54,23,10,1587140046000
108,32,8,1587140032000
6,20,0,1587139927000
32,10,20,1587140134000
52,26,6,1587140210000
48,30,10,1587139993000
13,19,11,1587140209000
43,26,4,1587140193000
81,27,13,1587140031000
23,17,13,1587139991000
106,32,8,1587140050000
90,35,5,1587140170000
11,19,11,1587140171000
114,20,20,1587140189000
72,21,10,1587140201000
113,30,10,1587139948000
99,27,3,1587140046000
55,32,4,1587140212000
62,32,8,1587140116000
5,34,6,1587139959000
97,24,16,1587140045000
19,21,9,1587140221000
102,31,9,1587140059000
38,14,26,1587140136000
58,22,18,1587140152000
101,16,14,1587140205000
27,3,17,1587140012000
16,8,12,1587140221000
96,29,1,1587139935000
76,32,6,1587140181000
71,34,6,1587140079000
69,22,18,1587139930000
25,13,17,1587140193000
51,28,12,1587140217000
95,28,12,1587140162000
94,33,7,1587140171000
93,39,1,1587140124000
50,31,9,1587139927000
110,35,5,1587140142000
78,25,15,1587140078000
2,17,3,1587140181000
111,37,3,1587140172000
26,7,13,1587140193000
86,29,9,1587140067000
10,16,0,1587140175000
100,14,11,1587140087000
24,13,7,1587140050000
64,27,13,1587140129000
85,32,3,1587139946000
107,39,1,1587139965000
33,1,22,1587140174000
89,26,14,1587140168000
41,11,9,1587140156000
3,15,5,1587140183000
40,16,5,1587140211000
29,10,19,1587140130000
39,18,2,1587140134000
92,29,11,1587140117000
21,25,5,1587139993000
88,13,17,1587140217000
42,14,16,1587140455000
30,19,1,1587140473000
56,25,15,1587140363000
18,24,6,1587140382000
32,10,20,1587140305000
43,25,5,1587140369000
81,28,12,1587140332000
31,8,12,1587140417000
98,35,5,1587140491000
112,30,0,1587140463000
68,27,13,1587140418000
74,14,16,1587140404000
87,30,8,1587140322000
84,30,0,1587140389000
17,7,13,1587140474000
45,20,10,1587140319000
63,20,15,1587140499000
91,4,26,1587140287000
9,8,16,1587140512000
67,18,22,1587140454000
116,25,5,1587140317000
55,31,4,1587140477000
62,32,8,1587140400000
5,33,7,1587140521000
97,24,16,1587140457000
61,21,4,1587140353000
77,19,10,1587140495000
73,27,3,1587140269000
4,16,4,1587140409000
49,24,16,1587140497000
19,20,10,1587140260000
7,22,7,1587140380000
102,30,10,1587140518000
38,16,24,1587140495000
53,25,15,1587140385000
66,24,16,1587140494000
104,37,3,1587140518000
115,16,14,1587140470000
47,37,3,1587140429000
117,31,9,1587140311000
8,19,11,1587140347000
16,10,10,1587140264000
82,13,9,1587140455000
79,24,3,1587140383000
69,22,18,1587140511000
59,15,5,1587140379000
105,32,4,1587140355000
36,32,8,1587140475000
12,14,6,1587140280000
34,3,27,1587140272000
2,17,3,1587140247000
75,34,6,1587140377000
111,37,3,1587140473000
65,26,14,1587140474000
15,14,2,1587140265000
86,30,8,1587140404000
10,15,1,1587140489000
100,13,12,1587140264000
109,12,17,1587140368000
107,33,7,1587140522000
33,1,22,1587140521000
44,26,4,1587140417000
57,9,14,1587140349000
80,30,10,1587140342000
41,11,9,1587140338000
103,33,7,1587140509000
28,29,1,1587140416000
83,26,14,1587140378000
21,25,5,1587140474000
88,13,17,1587140323000
30,18,2,1587140807000
54,23,10,1587140655000
108,32,8,1587140642000
6,20,0,1587140535000
52,26,6,1587140820000
48,29,11,1587140653000
13,19,11,1587140817000
23,17,13,1587140794000
106,32,8,1587140657000
68,27,13,1587140712000
84,29,1,1587140737000
90,35,5,1587140779000
11,20,10,1587140780000
45,19,11,1587140771000
114,20,20,1587140799000
72,21,10,1587140554000
113,30,10,1587140556000
99,28,2,1587140654000
55,31,4,1587140572000
5,33,7,1587140624000
77,20,9,1587140530000
7,21,8,1587140749000
38,14,26,1587140799000
58,22,18,1587140762000
101,15,15,1587140727000
27,4,16,1587140620000
16,10,10,1587140640000
96,29,1,1587140543000
76,32,6,1587140791000
71,34,6,1587140710000
79,24,3,1587140794000
69,24,16,1587140772000
25,13,17,1587140802000
37,20,10,1587140527000
59,15,5,1587140646000
95,26,14,1587140677000
94,33,7,1587140779000
36,33,7,1587140702000
93,39,1,1587140733000
22,9,11,1587140526000
50,31,9,1587140535000
110,36,4,1587140751000
34,3,27,1587140737000
78,25,15,1587140686000
26,7,13,1587140781000
65,26,14,1587140704000
100,13,12,1587140819000
24,13,7,1587140811000
64,28,12,1587140738000
85,32,3,1587140553000
107,33,7,1587140620000
33,0,23,1587140525000
44,27,3,1587140815000
89,27,13,1587140777000
3,16,4,1587140791000
40,17,4,1587140820000
29,10,19,1587140739000
28,30,0,1587140709000
39,18,2,1587140742000
92,30,10,1587140725000
42,14,16,1587141063000
56,25,15,1587140972000
18,23,7,1587141087000
32,10,20,1587140914000
48,28,12,1587141102000
43,25,5,1587140978000
81,28,12,1587140941000
31,7,13,1587141005000
98,35,5,1587141100000
23,18,12,1587140889000
112,29,1,1587141064000
74,14,16,1587140977000
87,30,8,1587140931000
17,7,13,1587141083000
63,20,15,1587141106000
91,4,26,1587140896000
9,8,16,1587141119000
67,18,22,1587141063000
116,26,4,1587140926000
55,31,4,1587140955000
62,33,7,1587141009000
97,24,16,1587141066000
61,21,4,1587140961000
77,19,10,1587141028000
73,27,3,1587140878000
4,16,4,1587141017000
49,24,16,1587141105000
19,21,9,1587140867000
53,25,15,1587141098000
66,24,16,1587141101000
115,16,14,1587141079000
47,36,4,1587140911000
117,31,9,1587140918000
8,19,11,1587140956000
96,28,2,1587140949000
82,12,10,1587141002000
76,32,6,1587140931000
51,28,12,1587140825000
59,18,2,1587141051000
105,32,4,1587140964000
22,8,12,1587140894000
12,14,6,1587140888000
34,3,27,1587140981000
2,20,0,1587141028000
75,34,6,1587140986000
111,38,2,1587141082000
15,14,2,1587140873000
86,31,7,1587141109000
10,15,1,1587141097000
100,11,14,1587140824000
64,27,13,1587141013000
109,12,17,1587140976000
107,34,6,1587140901000
44,28,2,1587140846000
57,9,14,1587140957000
80,30,10,1587140951000
41,12,8,1587140888000
29,10,19,1587141053000
103,33,7,1587141116000
28,27,3,1587141119000
83,26,14,1587140987000
21,26,4,1587141083000
88,14,16,1587140931000
30,17,3,1587141310000
54,23,10,1587141264000
108,32,8,1587141250000
6,20,0,1587141142000
48,27,13,1587141315000
31,5,15,1587141292000
106,32,8,1587141264000
112,30,0,1587141351000
68,29,11,1587141213000
74,15,15,1587141170000
84,30,0,1587141280000
90,35,5,1587141388000
11,20,10,1587141388000
17,8,12,1587141341000
45,19,11,1587141379000
114,20,20,1587141408000
72,22,9,1587141163000
113,30,10,1587141268000
99,28,2,1587141263000
9,7,17,1587141155000
55,31,4,1587141409000
5,33,7,1587141233000
73,27,3,1587141221000
19,21,9,1587141290000
7,21,8,1587141357000
102,30,10,1587141126000
38,14,26,1587141408000
58,22,18,1587141371000
66,24,16,1587141286000
104,37,3,1587141128000
101,15,15,1587141335000
27,4,16,1587141228000
16,11,9,1587141247000
71,35,5,1587141370000
79,25,2,1587141402000
69,25,15,1587141381000
25,13,17,1587141397000
37,20,10,1587141136000
95,26,14,1587141286000
94,33,7,1587141387000
36,34,6,1587141310000
93,39,1,1587141342000
50,31,9,1587141348000
110,36,4,1587141359000
12,13,7,1587141374000
78,25,15,1587141296000
111,36,4,1587141402000
26,9,11,1587141241000
65,27,13,1587141312000
24,13,7,1587141418000
64,27,13,1587141400000
85,32,3,1587141161000
107,35,5,1587141386000
33,1,22,1587141390000
44,30,0,1587141311000
89,27,13,1587141386000
3,16,4,1587141363000
28,23,7,1587141227000
39,18,2,1587141288000
92,30,10,1587141334000
42,14,16,1587141671000
56,25,15,1587141580000
18,22,8,1587141507000
32,10,20,1587141523000
52,26,6,1587141429000
48,26,14,1587141687000
13,19,11,1587141425000
43,25,5,1587141587000
81,28,12,1587141550000
31,3,17,1587141645000
98,35,5,1587141708000
23,19,11,1587141496000
106,31,9,1587141669000
74,15,15,1587141478000
87,30,8,1587141540000
84,29,1,1587141545000
72,20,11,1587141594000
63,20,15,1587141713000
91,4,26,1587141505000
67,18,22,1587141672000
116,26,4,1587141534000
55,31,4,1587141621000
62,33,7,1587141617000
97,24,16,1587141610000
61,21,4,1587141569000
77,19,10,1587141636000
4,16,4,1587141702000
49,24,16,1587141714000
38,13,27,1587141704000
53,26,14,1587141706000
58,21,19,1587141647000
66,24,16,1587141579000
115,16,14,1587141687000
47,36,4,1587141519000
117,30,10,1587141668000
8,19,11,1587141631000
96,28,2,1587141557000
82,12,10,1587141610000
76,33,5,1587141541000
71,36,4,1587141696000
25,14,16,1587141454000
51,28,12,1587141433000
59,19,1,1587141659000
95,27,13,1587141525000
105,32,4,1587141573000
22,8,12,1587141503000
12,13,7,1587141710000
34,0,30,1587141650000
2,20,0,1587141637000
75,34,6,1587141595000
111,31,9,1587141564000
15,14,2,1587141480000
86,32,6,1587141717000
10,15,1,1587141706000
100,11,14,1587141433000
24,12,8,1587141512000
109,12,17,1587141584000
85,30,5,1587141605000
57,9,14,1587141564000
80,30,10,1587141561000
41,13,7,1587141504000
3,16,4,1587141430000
40,17,4,1587141428000
29,11,18,1587141662000
39,17,3,1587141626000
83,26,14,1587141596000
21,26,4,1587141693000
88,13,17,1587141443000
42,13,17,1587141756000
30,17,3,1587141918000
54,23,10,1587141872000
108,32,8,1587141859000
6,20,0,1587141749000
18,21,9,1587141791000
48,26,14,1587141764000
31,2,18,1587142014000
112,30,0,1587141959000
68,31,9,1587141920000
74,15,15,1587141847000
84,28,2,1587141856000
90,35,5,1587141997000
11,20,10,1587141997000
17,8,12,1587141950000
45,19,11,1587141987000
114,19,21,1587141781000
63,19,16,1587141858000
113,31,9,1587141876000
99,28,2,1587141872000
9,7,17,1587141762000
62,32,8,1587141960000
5,33,7,1587141841000
77,20,9,1587141779000
73,27,3,1587141909000
19,22,8,1587141897000
7,21,8,1587141966000
102,30,10,1587141734000
38,14,26,1587142007000
104,37,3,1587141735000
101,15,15,1587141945000
47,36,4,1587141973000
27,4,16,1587141836000
16,11,9,1587141854000
96,27,3,1587141733000
82,13,9,1587141768000
71,36,4,1587141724000
79,25,2,1587142010000
69,25,15,1587141990000
37,20,10,1587141745000
94,33,7,1587141994000
36,34,6,1587141917000
93,39,1,1587141950000
50,31,9,1587141901000
110,36,4,1587141967000
34,1,29,1587141956000
78,24,16,1587142006000
75,34,6,1587142006000
26,9,11,1587141849000
65,26,14,1587141850000
24,12,8,1587141846000
64,27,13,1587142008000
109,18,11,1587141969000
107,35,5,1587141769000
33,0,23,1587141795000
44,30,0,1587141920000
89,27,13,1587141995000
40,15,6,1587142005000
103,33,7,1587141723000
28,23,7,1587141876000
92,28,12,1587141919000
88,12,18,1587141885000
42,11,19,1587148668000
30,17,3,1587148502000
54,24,9,1587148729000
108,33,7,1587148372000
56,24,16,1587148646000
6,20,0,1587148563000
18,22,8,1587148316000
32,7,23,1587148303000
52,28,4,1587148724000
48,28,12,1587148501000
13,21,9,1587148562000
43,21,9,1587148440000
81,30,10,1587148485000
31,12,8,1587148428000
98,35,5,1587148400000
23,22,8,1587148431000
106,32,8,1587148780000
112,20,10,1587148685000
68,30,10,1587148275000
74,9,21,1587148475000
87,32,6,1587148702000
84,25,5,1587148409000
90,35,5,1587148265000
11,20,10,1587148698000
17,9,11,1587148455000
45,20,10,1587148445000
114,20,20,1587148381000
72,20,11,1587148620000
63,21,14,1587148769000
113,31,9,1587148300000
91,8,22,1587148303000
99,28,2,1587148569000
9,13,11,1587148714000
67,17,23,1587148717000
116,25,5,1587148382000
55,31,4,1587148756000
62,33,7,1587148473000
5,29,11,1587148622000
97,24,16,1587148292000
61,21,4,1587148434000
77,20,9,1587148720000
73,24,6,1587148498000
4,17,3,1587148419000
49,22,18,1587148377000
19,21,9,1587148769000
7,21,8,1587148545000
102,28,11,1587148789000
38,16,24,1587148463000
53,27,13,1587148648000
58,23,17,1587148588000
66,23,17,1587148734000
104,37,3,1587148420000
101,15,15,1587148795000
115,10,20,1587148335000
47,37,3,1587148546000
117,29,11,1587148783000
8,19,11,1587148634000
27,4,16,1587148306000
16,13,7,1587148348000
96,25,5,1587148456000
82,14,8,1587148627000
76,35,3,1587148649000
71,36,4,1587148499000
79,27,0,1587148776000
69,19,21,1587148449000
25,14,16,1587148198000
51,28,12,1587148736000
37,19,11,1587148196000
59,20,0,1587148572000
95,22,18,1587148350000
94,33,7,1587148681000
105,31,5,1587148212000
36,35,5,1587148197000
93,39,1,1587148642000
22,9,11,1587148394000
50,32,8,1587148529000
110,37,3,1587148241000
12,12,8,1587148646000
34,2,28,1587148488000
78,30,10,1587148600000
2,13,7,1587148200000
75,35,5,1587148369000
111,27,13,1587148800000
26,9,11,1587148385000
65,25,15,1587148254000
15,14,2,1587148769000
86,29,9,1587148635000
10,14,2,1587148448000
100,14,11,1587148748000
24,14,6,1587148692000
64,27,13,1587148212000
109,14,15,1587148580000
85,27,8,1587148721000
107,35,5,1587148489000
33,1,22,1587148275000
44,23,7,1587148356000
89,28,12,1587148583000
57,9,14,1587148777000
80,30,10,1587148260000
41,13,7,1587148272000
3,17,3,1587148531000
40,19,2,1587148645000
29,8,21,1587148437000
103,36,4,1587148657000
28,21,9,1587148378000
39,15,5,1587148265000
83,26,14,1587148249000
92,28,12,1587148233000
21,28,2,1587148748000
88,9,21,1587148682000
42,9,21,1587149666000
30,16,4,1587149904000
54,24,9,1587149945000
108,33,7,1587149589000
56,25,15,1587149830000
6,20,0,1587149777000
18,20,10,1587149758000
32,7,23,1587149520000
52,28,4,1587149941000
48,29,11,1587149533000
13,21,9,1587149780000
43,19,11,1587149923000
81,29,11,1587149552000
31,15,5,1587149950000
98,35,5,1587149616000
23,22,8,1587149645000
106,32,8,1587149994000
112,16,14,1587149740000
68,30,10,1587149827000
74,10,20,1587149711000
87,32,6,1587149920000
84,25,5,1587149627000
90,35,5,1587149484000
11,20,10,1587149916000
17,10,10,1587149985000
45,20,10,1587149661000
114,20,20,1587149600000
72,19,12,1587149622000
63,22,13,1587149865000
113,31,9,1587149517000
91,8,22,1587149522000
99,28,2,1587149786000
9,13,11,1587149475000
67,18,22,1587149881000
116,25,5,1587149600000
55,30,5,1587149978000
62,33,7,1587149692000
5,30,10,1587149823000
97,24,16,1587149509000
61,21,4,1587149650000
77,21,8,1587149680000
73,21,9,1587149807000
4,17,3,1587149635000
49,23,17,1587149595000
19,20,10,1587149623000
7,22,7,1587149837000
102,28,11,1587149721000
38,16,24,1587149727000
53,27,13,1587149866000
58,24,16,1587149959000
66,23,17,1587149915000
104,37,3,1587149636000
101,16,14,1587149691000
115,9,21,1587149821000
47,35,5,1587149826000
117,29,11,1587149999000
8,20,10,1587149808000
27,4,16,1587149523000
16,13,7,1587149563000
96,25,5,1587149675000
82,14,8,1587149843000
76,35,3,1587149867000
71,36,4,1587149717000
79,27,0,1587149993000
69,19,21,1587149996000
25,14,16,1587149416000
51,28,12,1587149952000
37,19,11,1587149414000
59,20,0,1587149789000
95,22,18,1587149568000
94,33,7,1587149896000
105,31,5,1587149432000
36,35,5,1587149411000
93,39,1,1587149858000
22,8,12,1587149946000
50,31,9,1587149910000
110,40,0,1587149720000
12,12,8,1587149563000
34,3,27,1587149514000
78,30,10,1587149818000
2,13,7,1587149417000
75,35,5,1587149588000
111,26,14,1587149411000
26,9,11,1587149602000
65,25,15,1587149470000
15,13,3,1587149495000
86,28,10,1587149880000
10,15,1,1587149976000
100,15,10,1587149784000
24,15,5,1587149476000
64,27,13,1587149430000
109,14,15,1587149797000
85,27,8,1587149938000
107,35,5,1587149706000
33,1,22,1587149491000
44,24,6,1587149481000
89,28,12,1587149967000
57,8,15,1587149641000
80,29,11,1587149497000
41,13,7,1587149488000
3,16,4,1587149941000
40,20,1,1587149872000
29,7,22,1587149984000
103,36,4,1587149871000
28,20,10,1587149779000
39,16,4,1587149480000
83,25,15,1587149821000
92,29,11,1587149451000
21,28,2,1587149966000
88,9,21,1587149651000
42,9,21,1587150275000
108,33,7,1587150199000
56,23,17,1587150296000
32,7,23,1587150130000
48,31,9,1587150292000
43,20,10,1587150108000
81,29,11,1587150161000
31,16,4,1587150293000
98,35,5,1587150224000
23,22,8,1587150254000
112,17,13,1587150050000
84,24,6,1587150272000
90,35,5,1587150092000
17,10,10,1587150008000
45,20,10,1587150269000
114,20,20,1587150209000
72,18,13,1587150208000
113,31,9,1587150125000
91,8,22,1587150130000
9,14,10,1587150295000
116,25,5,1587150082000
55,30,5,1587150045000
62,33,7,1587150301000
5,31,9,1587150151000
97,24,16,1587150118000
61,21,4,1587150259000
77,21,8,1587150288000
4,17,3,1587150243000
49,23,17,1587150204000
19,21,9,1587150294000
38,16,24,1587150197000
104,37,3,1587150243000
101,16,14,1587150301000
115,8,22,1587150147000
8,19,11,1587150152000
27,4,16,1587150131000
16,13,7,1587150170000
96,25,5,1587150284000
76,35,3,1587150276000
25,13,17,1587150196000
37,19,11,1587150022000
95,22,18,1587150177000
105,31,5,1587150042000
36,35,5,1587150019000
12,13,7,1587150171000
34,3,27,1587150123000
78,30,10,1587150032000
2,12,8,1587150057000
75,35,5,1587150197000
111,26,14,1587150020000
26,9,11,1587150210000
65,25,15,1587150078000
15,13,3,1587150102000
86,28,10,1587150241000
10,16,0,1587150015000
100,15,10,1587150096000
24,16,4,1587150084000
64,27,13,1587150040000
109,15,14,1587150293000
33,1,22,1587150099000
44,24,6,1587150056000
57,8,15,1587150242000
80,29,11,1587150106000
41,13,7,1587150096000
29,6,23,1587150153000
39,16,4,1587150088000
92,29,11,1587150060000
88,10,20,1587150259000
30,16,4,1587150513000
54,24,9,1587150554000
6,20,0,1587150385000
18,21,9,1587150366000
52,28,4,1587150549000
13,21,9,1587150389000
81,29,11,1587150473000
31,16,4,1587150414000
106,32,8,1587150602000
68,31,9,1587150436000
74,10,20,1587150387000
87,31,7,1587150484000
11,20,10,1587150525000
63,23,12,1587150473000
91,8,22,1587150599000
99,28,2,1587150395000
67,19,21,1587150490000
5,32,8,1587150595000
77,20,9,1587150311000
73,21,9,1587150415000
49,23,17,1587150437000
7,23,6,1587150445000
102,28,11,1587150329000
53,27,13,1587150474000
58,25,15,1587150600000
66,24,16,1587150523000
47,36,4,1587150435000
82,14,8,1587150450000
76,35,3,1587150330000
71,36,4,1587150326000
79,27,0,1587150601000
69,19,21,1587150402000
51,28,12,1587150561000
59,20,0,1587150397000
94,33,7,1587150505000
93,39,1,1587150466000
22,8,12,1587150555000
50,31,9,1587150519000
110,40,0,1587150328000
78,31,9,1587150414000
100,15,10,1587150399000
85,27,8,1587150546000
107,35,5,1587150315000
89,28,12,1587150576000
57,8,15,1587150538000
3,16,4,1587150549000
40,20,1,1587150480000
103,36,4,1587150478000
28,19,11,1587150430000
83,25,15,1587150430000
21,28,2,1587150575000
42,8,22,1587150668000
108,33,7,1587150807000
56,22,18,1587150719000
32,7,23,1587150739000
48,31,9,1587150901000
43,21,9,1587150717000
98,35,5,1587150833000
23,22,8,1587150862000
112,17,13,1587150657000
84,24,6,1587150881000
90,35,5,1587150760000
17,11,9,1587150617000
45,20,10,1587150878000
114,20,20,1587150818000
72,18,13,1587150817000
113,31,9,1587150733000
91,9,21,1587150653000
116,26,4,1587150691000
55,30,5,1587150654000
5,33,7,1587150901000
97,24,16,1587150726000
61,21,4,1587150868000
77,19,10,1587150836000
4,17,3,1587150852000
19,21,9,1587150902000
38,16,24,1587150806000
104,37,3,1587150852000
115,8,22,1587150756000
117,29,11,1587150606000
8,19,11,1587150760000
27,4,16,1587150739000
16,13,7,1587150777000
96,25,5,1587150892000
69,19,21,1587150821000
25,13,17,1587150805000
37,19,11,1587150631000
95,22,18,1587150786000
105,31,5,1587150652000
36,35,5,1587150627000
22,7,13,1587150618000
12,13,7,1587150779000
34,3,27,1587150732000
78,30,10,1587150805000
2,12,8,1587150666000
75,35,5,1587150806000
111,26,14,1587150629000
26,9,11,1587150819000
65,25,15,1587150686000
15,13,3,1587150709000
86,29,9,1587150849000
10,14,2,1587150876000
100,15,10,1587150690000
24,15,5,1587150632000
64,27,13,1587150649000
109,15,14,1587150901000
33,0,23,1587150770000
44,25,5,1587150665000
80,29,11,1587150716000
41,13,7,1587150705000
29,6,23,1587150761000
39,16,4,1587150696000
83,24,16,1587150743000
92,29,11,1587150669000
88,10,20,1587150868000
42,9,21,1587151184000
30,16,4,1587151121000
54,24,9,1587151162000
6,20,0,1587150992000
18,21,9,1587150975000
52,28,4,1587151158000
48,30,10,1587151134000
13,21,9,1587150997000
81,30,10,1587151082000
31,16,4,1587150994000
112,16,14,1587151179000
68,31,9,1587151045000
74,11,19,1587150995000
87,31,7,1587151093000
90,35,5,1587151162000
11,20,10,1587151134000
63,23,12,1587151080000
99,28,2,1587151004000
9,15,9,1587150903000
67,19,21,1587151099000
62,33,7,1587150911000
5,34,6,1587151176000
97,23,17,1587150995000
73,21,9,1587151176000
49,24,16,1587151118000
7,23,6,1587151054000
102,28,11,1587150937000
53,27,13,1587151082000
66,23,17,1587150998000
101,16,14,1587150910000
47,36,4,1587151045000
82,14,8,1587151057000
76,36,2,1587150939000
71,36,4,1587150935000
69,21,19,1587151073000
51,28,12,1587151169000
59,20,0,1587151005000
94,33,7,1587151112000
93,39,1,1587151074000
50,31,9,1587151128000
110,40,0,1587150937000
34,2,28,1587151008000
78,29,11,1587151027000
85,27,8,1587151155000
107,34,6,1587151091000
89,28,12,1587151184000
57,8,15,1587151145000
3,16,4,1587151157000
40,19,2,1587151132000
103,36,4,1587151085000
28,19,11,1587151039000
21,28,2,1587151185000
108,33,7,1587151416000
56,23,17,1587151328000
32,7,23,1587151348000
43,21,9,1587151367000
98,35,5,1587151442000
23,22,8,1587151470000
106,32,8,1587151209000
112,16,14,1587151204000
84,24,6,1587151490000
17,11,9,1587151226000
45,20,10,1587151359000
114,20,20,1587151427000
72,18,13,1587151426000
113,31,9,1587151341000
91,9,21,1587151338000
9,16,8,1587151346000
116,26,4,1587151299000
55,30,5,1587151263000
5,34,6,1587151472000
61,21,4,1587151476000
77,19,10,1587151445000
4,17,3,1587151460000
19,20,10,1587151472000
38,15,25,1587151490000
58,25,15,1587151210000
104,37,3,1587151459000
115,8,22,1587151352000
117,29,11,1587151213000
8,19,11,1587151368000
27,4,16,1587151348000
16,13,7,1587151385000
96,25,5,1587151500000
79,27,0,1587151209000
25,13,17,1587151414000
37,19,11,1587151240000
95,22,18,1587151395000
105,31,5,1587151261000
36,35,5,1587151236000
22,7,13,1587151227000
50,30,10,1587151479000
12,13,7,1587151388000
34,2,28,1587151442000
78,30,10,1587151484000
2,11,9,1587151337000
75,35,5,1587151415000
111,26,14,1587151238000
26,9,11,1587151427000
65,25,15,1587151295000
15,13,3,1587151316000
86,29,9,1587151458000
10,14,2,1587151484000
100,15,10,1587151210000
24,15,5,1587151239000
64,27,13,1587151258000
33,0,23,1587151378000
44,25,5,1587151274000
80,29,11,1587151324000
41,13,7,1587151314000
29,6,23,1587151370000
39,16,4,1587151304000
83,24,16,1587151352000
92,30,10,1587151330000
88,10,20,1587151476000
42,9,21,1587151792000
30,16,4,1587151729000
54,23,10,1587151573000
6,20,0,1587151599000
18,21,9,1587151583000
52,28,4,1587151766000
48,30,10,1587151743000
13,21,9,1587151605000
81,30,10,1587151691000
31,17,3,1587151602000
68,31,9,1587151654000
74,9,21,1587151786000
87,31,7,1587151702000
90,34,6,1587151668000
11,20,10,1587151742000
63,23,12,1587151687000
99,28,2,1587151612000
67,19,21,1587151708000
62,33,7,1587151520000
5,33,7,1587151749000
97,23,17,1587151603000
73,21,9,1587151784000
49,24,16,1587151801000
19,20,10,1587151687000
7,23,6,1587151663000
102,28,11,1587151546000
38,14,26,1587151763000
53,27,13,1587151691000
66,23,17,1587151605000
101,16,14,1587151519000
115,8,22,1587151783000
47,36,4,1587151654000
82,14,8,1587151665000
76,36,2,1587151548000
71,36,4,1587151544000
69,22,18,1587151682000
51,28,12,1587151777000
59,20,0,1587151613000
94,33,7,1587151719000
105,30,6,1587151685000
93,39,1,1587151683000
50,30,10,1587151504000
110,40,0,1587151548000
34,1,29,1587151721000
78,30,10,1587151803000
10,14,2,1587151729000
100,15,10,1587151799000
109,15,14,1587151600000
85,27,8,1587151764000
107,34,6,1587151700000
89,27,13,1587151526000
57,8,15,1587151753000
3,16,4,1587151764000
40,19,2,1587151741000
103,36,4,1587151692000
28,19,11,1587151572000
39,17,3,1587151605000
21,28,2,1587151793000
42,8,22,1587151883000
108,33,7,1587152024000
56,23,17,1587151936000
32,7,23,1587151957000
43,22,8,1587152085000
98,35,5,1587152050000
23,22,8,1587152078000
106,32,8,1587151817000
112,17,13,1587151812000
84,23,7,1587152005000
90,34,6,1587151978000
17,11,9,1587151891000
45,23,7,1587152102000
114,20,20,1587152044000
72,18,13,1587152035000
113,31,9,1587151950000
91,8,22,1587151904000
9,17,7,1587151953000
116,26,4,1587151908000
55,30,5,1587151872000
62,33,7,1587151994000
61,21,4,1587152084000
77,19,10,1587152054000
4,17,3,1587152068000
49,22,18,1587151804000
102,27,12,1587151826000
58,25,15,1587151819000
104,37,3,1587152067000
115,8,22,1587151986000
117,29,11,1587151821000
8,19,11,1587151976000
27,4,16,1587151957000
16,13,7,1587151992000
71,36,4,1587151936000
79,27,0,1587151817000
25,13,17,1587152023000
37,19,11,1587151849000
59,19,1,1587152099000
95,22,18,1587152004000
36,35,5,1587151843000
22,7,13,1587151835000
12,13,7,1587151996000
34,0,30,1587151901000
78,27,13,1587152012000
2,11,9,1587151946000
75,35,5,1587152024000
111,26,14,1587151846000
26,9,11,1587152035000
65,25,15,1587151903000
15,13,3,1587151924000
86,29,9,1587152067000
100,15,10,1587151897000
24,15,5,1587151847000
64,27,13,1587151867000
33,0,23,1587151986000
44,24,6,1587151806000
80,29,11,1587151928000
41,13,7,1587151922000
29,6,23,1587151979000
39,16,4,1587152016000
83,24,16,1587151964000
92,30,10,1587151939000
88,10,20,1587152085000
30,16,4,1587152338000
54,23,10,1587152181000
6,20,0,1587152207000
18,21,9,1587152191000
52,28,4,1587152374000
48,28,12,1587152320000
13,21,9,1587152213000
43,22,8,1587152262000
81,30,10,1587152300000
31,17,3,1587152211000
68,31,9,1587152264000
74,9,21,1587152394000
87,31,7,1587152311000
11,20,10,1587152351000
63,23,12,1587152294000
99,28,2,1587152220000
67,19,21,1587152317000
5,33,7,1587152357000
97,23,17,1587152212000
73,21,9,1587152393000
19,21,9,1587152280000
7,23,6,1587152272000
38,15,25,1587152327000
53,27,13,1587152299000
66,23,17,1587152213000
101,16,14,1587152128000
